Step,CPU,TotEng,KinEng,PotEng,E_vdwl,E_coul,E_long,Temp,Press,Volume,Density
6177000,22850.369,19036.756,18901.072,135.68359,-2906.8592,54707.572,-71969.927,366.97251,55.755289,228948.3,1.3444222
6178000,22854.233,18823.586,18634.244,189.34226,-2862.4866,54768.136,-71961.223,361.79192,-249.59344,229279.35,1.342481
6179000,22857.897,18970.624,18676.649,293.97493,-2848.2979,54794.773,-71958.357,362.61523,121.74036,229029.91,1.3439432
6180000,22861.884,19176.198,18610.242,565.95652,-2858.4589,54972.365,-71939.536,361.32591,19.337271,230732.54,1.3340259
6181000,22865.452,18601.162,18697.478,-96.316513,-2844.8293,54894.906,-71957.403,363.01965,-63.928838,229996.11,1.3382973
6182000,22868.994,18992.794,18789.802,202.99179,-2831.5819,54818.427,-71965.295,364.81216,-4.7439686,229552.17,1.3408855
6183000,22872.986,18985.089,18706.304,278.78438,-2898.44,54862.762,-71951.005,363.19101,-171.3598,230399.04,1.3359569
6184000,22877.144,19184.938,18794.645,390.29296,-2818.2355,54896.96,-71943.181,364.90618,-10.507443,230710.73,1.334152
6185000,22880.689,19027.142,18782.355,244.78678,-2824.8825,54765.56,-71934.663,364.66758,10.797331,228990.36,1.3441753
6186000,22884.276,19130.733,18813.153,317.58023,-2783.3179,54785.493,-71950.304,365.26552,99.354566,230582.18,1.3348958
6187000,22887.83,18922.272,18683.72,238.55214,-2767.1351,54813.069,-71938.722,362.75253,22.83094,230682.86,1.3343132
6188000,22891.586,18828.229,18607.136,221.09335,-2828.1867,54764.52,-71949.126,361.2656,-139.48955,230121.94,1.3375655
6189000,22895.401,18967.712,18535.743,431.96867,-2816.3934,54767.864,-71931.959,359.87949,-6.0939332,229484.98,1.3412781
6190000,22898.963,19002.921,18762.263,240.65839,-2857.6019,54805.228,-71936.626,364.27747,11.556482,229477.82,1.3413199
6191000,22902.555,18813.704,18561.856,251.8475,-2844.485,54800.142,-71953.662,360.38649,42.840402,230014.59,1.3381898
6192000,22906.137,19047.385,18814.645,232.74069,-2884.3085,54759.246,-71961.01,365.29448,141.73779,229366.65,1.3419701
6193000,22909.67,18987.135,18794.886,192.24869,-2903.7317,54799.376,-71961.101,364.91087,-28.723501,229745.87,1.339755
6194000,22913.617,18828.891,18539.64,289.25013,-2869.3618,54761.146,-71966.264,359.95516,250.36905,229462.97,1.3414067
6195000,22917.698,19012.149,18700.666,311.48338,-2861.6043,54702.019,-71965.889,363.08154,77.638992,230333.13,1.3363391
6196000,22921.253,18977.169,18757.643,219.52573,-2901.0148,54735.585,-71958.295,364.18778,-292.02637,230431.05,1.3357713
6197000,22924.794,18780.368,18596.908,183.46061,-2854.1708,54658.871,-71963.054,361.06703,-66.419438,228216.48,1.3487334
6198000,22928.404,18949.081,18674.234,274.84682,-2790.715,54704.685,-71980.4,362.56836,134.83973,229900.05,1.3388565
6199000,22932.207,19074.16,18646.957,427.20358,-2859.6349,54779.893,-71939.652,362.03875,260.36323,230115.34,1.3376039
6200000,22935.99,18749.928,18613.045,136.88321,-2891.5681,54745.52,-71946.513,361.38034,-99.646102,228598.86,1.3464773
6201000,22939.602,18765.993,18680.553,85.440368,-2837.4199,54752.413,-71950.48,362.69103,4.6671761,229787.33,1.3395133
6202000,22943.2,18922.436,18734.201,188.23478,-2872.012,54744.83,-71962.808,363.73264,31.120518,230267.76,1.3367185
6203000,22946.751,19012.887,18717.52,295.36758,-2835.7908,54746.58,-71945.561,363.40876,7.4982739,229251.85,1.3426421
6204000,22950.29,19201.287,18812.602,388.68567,-2804.7414,54709.778,-71950.786,365.25482,233.18354,228537.37,1.3468396
6205000,22954.513,19012.032,18555.085,456.94762,-2808.9793,54720.856,-71944.228,360.25501,-23.323286,230282.05,1.3366356
6206000,22958.474,18770.203,18480.308,289.89543,-2894.8481,54847.296,-71953.214,358.80318,-156.69139,230101.1,1.3376867
6207000,22962.01,19135.677,18693.325,442.35165,-2821.4981,54805.67,-71955.985,362.93902,213.89624,229266.52,1.3425562
6208000,22965.521,18831.592,18658.126,173.46567,-2822.2232,54736.668,-71944.837,362.25561,161.87007,229258.97,1.3426004
6209000,22969.102,19131.332,18835.366,295.96632,-2912.4329,54785.847,-71953.048,365.69679,-147.36949,230737.23,1.3339988
6210000,22973.013,19012.993,18496.537,516.45599,-2822.3641,54711.546,-71962.81,359.11828,-23.969917,230077.47,1.3378241
6211000,22976.731,18954.804,18745.377,209.4267,-2858.5937,54733.561,-71948.14,363.94963,113.93733,229265.26,1.3425635
6212000,22980.285,18919.519,18753.837,165.6826,-2953.1334,54866.099,-71953.626,364.11387,-129.20165,230079.16,1.3378143
6213000,22983.853,19037.277,18733.348,303.92899,-2823.188,54790.505,-71934.677,363.71608,-79.151235,229590.97,1.3406589
6214000,22987.418,18941.358,18666.161,275.19663,-2858.8352,54802.476,-71937.987,362.41161,161.01376,230622.53,1.3346622
6215000,22990.981,18781.209,18558.197,223.01199,-2891.3357,54865.228,-71921.804,360.31544,-144.39246,229159.79,1.3431814
6216000,22995.299,18978.829,18716.234,262.59475,-2821.2465,54799.489,-71949.682,363.3838,247.00758,229832.47,1.3392502
6217000,22999.188,18984.482,18556.43,428.05172,-2806.4451,54707.234,-71950.934,360.28114,-380.38901,228956.76,1.3443725
6218000,23002.804,19209.728,18757.226,452.50198,-2802.9432,54750.766,-71943.001,364.17967,227.05248,229803.97,1.3394163
6219000,23006.381,18731.092,18543.572,187.52056,-2935.5696,54739.835,-71942.344,360.03148,335.34902,228718.64,1.3457722
6220000,23010.014,18710.9,18617.459,93.441001,-2928.0954,54663.552,-71941.236,361.46604,-3.0108981,229201.64,1.3429362
6221000,23013.849,18870.437,18576.019,294.41758,-2881.5393,54776.902,-71931.222,360.66147,42.47494,228277.56,1.3483725
6222000,23017.52,18703.189,18606.686,96.503683,-2949.6238,54680.003,-71941.077,361.25687,80.64561,227066.71,1.3555627
6223000,23021.141,18675.947,18466.908,209.03924,-2876.1822,54825.662,-71936.746,358.54302,78.394283,229997.59,1.3382887
6224000,23024.705,19066.79,18807.277,259.51326,-2859.3961,54745.896,-71935.616,365.15144,-23.270438,230097.45,1.3377079
6225000,23028.346,18907.146,18701.401,205.74462,-2954.1397,54725.351,-71941.496,363.09581,-60.176135,229099.05,1.3435376
6226000,23032.208,18850.991,18729.943,121.048,-2970.0733,54792.2,-71942.668,363.64996,-9.1606226,229023.25,1.3439822
6227000,23036.411,19045.57,18657.886,387.68439,-2916.5735,54850.906,-71951.217,362.25095,-165.54454,230140.98,1.3374549
6228000,23040.07,18924.934,18754.228,170.70596,-2842.5526,54800.728,-71952.805,364.12147,-144.50332,228796.2,1.345316
6229000,23043.609,18806.763,18791.334,15.428822,-2896.6625,54835.037,-71958.195,364.84191,83.091976,229768.66,1.3396221
6230000,23047.147,18908.087,18701.977,206.11079,-2851.1872,54787.671,-71945.443,363.10699,64.78766,229956.29,1.3385291
6231000,23050.784,18964.67,18709.04,255.62963,-2868.9744,54818.987,-71939.446,363.24413,124.70053,229664.09,1.3402321
6232000,23054.657,18757.265,18659.106,98.159618,-2913.0889,54707.32,-71960.876,362.27463,216.09006,229468.82,1.3413725
6233000,23058.282,18873.633,18612.332,261.3016,-2890.6798,54679.403,-71945.969,361.36649,-36.80595,228881.07,1.3448171
6234000,23061.938,18681.989,18428.724,253.26433,-2815.9135,54742.022,-71950.663,357.80167,-54.470329,228964.5,1.3443271
6235000,23065.519,18890.344,18608.932,281.41189,-2914.3062,54839.138,-71950.938,361.30048,54.072634,229906.45,1.3388192
6236000,23069.108,19097.713,18794.524,303.18922,-2893.3943,54753.899,-71961.902,364.90384,-224.90998,229116.63,1.3434345
6237000,23073.166,18851.39,18500.732,350.65752,-2822.823,54865.122,-71964.78,359.19974,93.534417,229741.24,1.339782
6238000,23077.282,18951.864,18689.694,262.16996,-2974.9368,54857.113,-71984.468,362.86852,44.768573,228466.72,1.3472561
6239000,23080.893,18985.459,18827.015,158.44412,-2942.2442,54764.369,-71942.248,365.53465,-116.69152,229161.05,1.3431741
6240000,23084.518,18838.743,18593.019,245.72355,-2843.9199,54680.324,-71957.804,360.99153,247.31006,229325,1.3422138
6241000,23088.087,18944.609,18727.649,216.96009,-2879.7274,54807.146,-71948.777,363.60542,-69.65684,229977.95,1.338403
6242000,23091.867,18515.139,18615.349,-100.21055,-2924.0996,54798.847,-71953.112,361.42508,97.952473,229117.1,1.3434317
6243000,23095.723,18941.772,18816.402,125.37064,-2887.4437,54658.524,-71966.083,365.3286,-134.71703,228296.38,1.3482613
6244000,23099.314,18936.409,18719.929,216.48021,-2887.7094,54639.092,-71974.22,363.45554,-210.85989,228108.04,1.3493745
6245000,23102.893,19137.703,18827.754,309.94913,-2879.4579,54760.63,-71957.565,365.54901,66.683019,229622.74,1.3404734
6246000,23106.451,18939.65,18632.899,306.75037,-2878.5542,54680.448,-71979.814,361.76582,312.78953,228057.94,1.349671
6247000,23110.048,19267.531,18952.393,315.13764,-2932.6414,54744.09,-71956.575,367.96893,151.60148,228331.26,1.3480554
6248000,23114.348,18789.159,18675.341,113.81795,-2915.0939,54770.324,-71954.129,362.58984,23.314804,228780.93,1.3454058
6249000,23118.311,19282.241,18905.501,376.73961,-2883.5067,54773.531,-71944.671,367.0585,27.568293,229678.82,1.3401461
6250000,23121.893,18761.316,18555.22,206.09569,-2865.2726,54799.661,-71959.698,360.25765,-79.092527,229990.06,1.3383325
6251000,23125.476,18984.703,18900.082,84.620254,-2875.6106,54719.867,-71966.333,366.95329,-169.59093,228736.84,1.3456651
6252000,23129.053,18769.305,18607.261,162.04423,-2891.6576,54672.835,-71943.434,361.26804,98.882017,229547.75,1.3409113
6253000,23132.871,18579.305,18456.273,123.03206,-2952.9291,54718.827,-71952.012,358.33655,41.719829,228667.26,1.3460745
6254000,23136.597,19079.772,18549.555,530.21695,-2860.9955,54813.579,-71944.75,360.14766,83.068311,230174.76,1.3372586
6255000,23140.154,18869.974,18614.382,255.59185,-2820.707,54622.624,-71963.572,361.4063,-26.717763,228549.21,1.3467698
6256000,23143.687,18693.505,18607.628,85.877407,-2877.6458,54705.469,-71943.914,361.27516,148.26471,228700.36,1.3458798
6257000,23147.233,18970.336,18774.64,195.69583,-2843.4494,54627.631,-71944.774,364.51777,-24.822884,229274.65,1.3425086
6258000,23150.876,18615.799,18738.613,-122.81418,-3039.686,54670.361,-71924.484,363.81829,-159.8683,229321.5,1.3422343
6259000,23155.097,19093.043,18980.273,112.77032,-3017.6096,54789.443,-71928.015,368.51023,8.7398317,228930.44,1.3445271
6260000,23158.98,18820.251,18632.609,187.64185,-2953.8099,54681.81,-71945.487,361.76019,32.130098,229375.93,1.3419158
6261000,23162.898,19070.1,18760.813,309.28766,-2875.7975,54678.124,-71948.941,364.24932,13.860265,229660.81,1.3402512
6262000,23166.489,18772.149,18514.368,257.78178,-2873.7605,54641.291,-71940.257,359.46448,225.38947,228628.71,1.3463015
6263000,23170.152,19045.2,18651.096,394.10332,-2840.7516,54741.549,-71952.21,362.11912,13.53385,230093.29,1.3377321
6264000,23174.055,18848.42,18718.694,129.72582,-2835.5951,54781.869,-71946.734,363.43156,167.08671,229586.7,1.3406838
6265000,23177.739,18852.449,18860.544,-8.0956807,-2853.2203,54624.757,-71943.367,366.18565,-106.21415,228683.64,1.3459781
6266000,23181.333,18993.409,18575.842,417.56694,-2805.2397,54676.611,-71938.468,360.65802,-30.969196,229496.52,1.3412107
6267000,23184.863,18662.97,18594.043,68.927183,-2921.1915,54702.003,-71945.343,361.01141,16.426422,229198.48,1.3429547
6268000,23188.401,18961.812,18730.034,231.77742,-2892.6626,54763.111,-71944.304,363.65173,33.173142,229533.33,1.3409956
6269000,23192.279,19072.491,18696.397,376.09393,-2832.7002,54710.843,-71938.991,362.99865,173.85932,228768.78,1.3454772
6270000,23196.455,19128.001,18804.992,323.00894,-2856.2305,54732.474,-71934.324,365.10708,147.76511,229248.31,1.3426628
6271000,23200.003,18934.586,18754.46,180.12591,-2865.846,54671.528,-71939.772,364.12597,152.89861,229940.58,1.3386205
6272000,23203.608,19247.161,18816.985,430.17605,-2865.6218,54684.809,-71928.256,365.33991,13.239239,230441.2,1.3357125
6273000,23207.211,18843.018,18643.531,199.48785,-2873.2774,54701.379,-71933.957,361.97223,-60.426313,230077.74,1.3378225
6274000,23210.907,18841.78,18627.096,214.68444,-2899.9454,54719.293,-71927.46,361.65314,-142.88689,229956.64,1.338527
6275000,23214.802,18953.41,18777.308,176.10262,-2943.1763,54733.377,-71926.214,364.56957,109.62004,229679.45,1.3401425
6276000,23218.396,18834.577,18757.356,77.220479,-2802.9116,54670.177,-71926.19,364.1822,140.53752,229953.72,1.338544
6277000,23221.948,18684.647,18510.307,174.34009,-2884.4734,54727.06,-71939.403,359.38563,-162.18373,230893.75,1.3330944
6278000,23225.515,18831.414,18689.387,142.02717,-2873.604,54807.896,-71951.868,362.86255,170.76677,231126.54,1.3317518
6279000,23229.017,18694.321,18630.072,64.248415,-2823.1999,54715.236,-71941.838,361.71093,275.91712,230299.7,1.3365331
6280000,23232.926,19034.611,18714.907,319.7039,-2881.3766,54686.227,-71949.919,363.35803,-149.99715,230043.12,1.3380238
6281000,23237.049,18752.173,18463.847,288.32616,-2865.1991,54699.469,-71938.997,358.4836,-50.938294,230549.89,1.3350827
6282000,23240.559,18751.142,18672.894,78.247929,-2704.8126,54655.298,-71968.04,362.54234,22.614437,230297.22,1.3365475
6283000,23244.082,19118.864,18782.567,336.29745,-2838.9054,54782.528,-71964.457,364.67167,-144.90784,231370.32,1.3303486
6284000,23247.652,19142.896,18745.902,396.99445,-2786.0305,54715.567,-71946.786,363.95981,12.906333,231051.06,1.3321869
6285000,23251.268,18894.278,18625.079,269.1995,-2712.6021,54627.499,-71955.412,361.61398,125.47194,230490.69,1.3354257
6286000,23255.12,19046.297,18879.469,166.82715,-2922.535,54766.161,-71937.067,366.55309,181.30309,230219.13,1.3370009
6287000,23258.649,18695.494,18614.856,80.63806,-2822.4466,54644.618,-71929.062,361.4155,82.753438,230911.63,1.3329912
6288000,23262.185,18596.065,18639.842,-43.777527,-2819.8566,54657.804,-71948.617,361.90062,161.73777,229481.07,1.341301
6289000,23265.72,19009.798,18730.549,279.2495,-2838.6186,54707.427,-71965.452,363.66172,22.461186,230099.72,1.3376947
6290000,23269.226,18659.289,18610.306,48.982437,-2836.9954,54770.337,-71941.085,361.32717,17.593842,230418.97,1.3358413
6291000,23273.159,19048.088,18722.111,325.97767,-2857.3694,54707.953,-71967.327,363.4979,-97.224708,229667,1.3402151
6292000,23277.238,19168.599,18704.153,464.44623,-2874.6618,54713.013,-71931.374,363.14924,128.47223,231011.17,1.3324168
6293000,23280.778,18635.014,18427.065,207.94866,-2931.9229,54771.06,-71935.442,357.76946,-69.279506,229826.04,1.3392876
6294000,23284.363,19388.873,18893.053,495.82039,-2890.5713,54754.581,-71944.778,366.81682,-51.292863,229323.6,1.342222
6295000,23287.912,18813.588,18686.85,126.73773,-2957.2174,54744.093,-71935.162,362.81329,-201.52064,229894.26,1.3388902
6296000,23291.63,19163.16,18897.408,265.7523,-2810.0069,54687.864,-71964.812,366.90137,-17.050067,231164.33,1.3315341
6297000,23295.455,18749.857,18368.362,381.49469,-2849.8802,54785.442,-71941.362,356.62972,24.072381,229973.08,1.3384314
6298000,23299.019,18912.497,18616.986,295.5114,-2947.7482,54738.697,-71937.565,361.45685,25.554134,230166.06,1.3373092
6299000,23302.588,18941.07,18563.641,377.42874,-2860.4973,54783.262,-71928.762,360.42114,-36.903037,229444.75,1.3415133
6300000,23306.139,19201.801,18893.415,308.3864,-2864.7644,54697.417,-71946.259,366.82385,-31.370566,230150.02,1.3374024
6301000,23309.66,18899.609,18797.384,102.22481,-2894.874,54673.326,-71954.115,364.95936,114.59865,229193.43,1.3429843
6302000,23313.707,18916.114,18779.264,136.85037,-2771.5095,54715.625,-71954.575,364.60755,19.623694,229482.39,1.3412933
6303000,23317.736,18739.159,18602.116,137.043,-2856.4738,54755.108,-71963.65,361.16815,-130.15434,231115.36,1.3318162
6304000,23321.318,18831.609,18656.98,174.62916,-2802.9454,54692.196,-71946.745,362.23336,-61.080167,230019.12,1.3381635
6305000,23324.879,19141.401,18887.349,254.05251,-2903.3693,54708.555,-71953.32,366.70607,-273.49475,229156.83,1.3431988
6306000,23328.409,18771.967,18668.363,103.6038,-2869.4141,54649.024,-71967.595,362.45437,96.804142,229351.95,1.3420561
6307000,23332.175,18963.223,18690.467,272.75599,-2830.642,54689.157,-71963.68,362.88352,-199.18514,229193.98,1.3429811
6308000,23336.065,18865.521,18524.005,341.51654,-2946.9488,54730.699,-71943.679,359.65158,-17.571642,228920.85,1.3445834
6309000,23339.631,18760.375,18795.387,-35.011232,-2883.876,54650.246,-71969.092,364.92058,-87.011947,230449.67,1.3356633
6310000,23343.205,19036.889,18799.616,237.27268,-2840.7168,54708.861,-71975.917,365.0027,-19.55085,229524.66,1.3410463
6311000,23346.809,18698.601,18468.126,230.47496,-2853.3708,54713.012,-71964.371,358.56667,200.84447,229936.39,1.3386449
6312000,23350.344,18927.832,18717.312,210.52015,-2882.1994,54635.298,-71963.452,363.40473,187.63373,228494.35,1.3470932
6313000,23354.55,19427.172,18968.165,459.00703,-2826.9171,54737.239,-71944.683,368.27514,-85.232805,230292.14,1.336577
6314000,23358.469,18829.052,18635.26,193.79166,-2839.2086,54654.985,-71962.872,361.81166,72.457387,230062.75,1.3379097
6315000,23362.005,19227.875,18905.336,322.53902,-2877.9743,54794.113,-71947.728,367.0553,221.48718,230585.35,1.3348774
6316000,23365.522,18854.914,18674.302,180.61229,-2802.9782,54727.372,-71935.197,362.56967,-79.037955,230525.32,1.335225
6317000,23369.006,19186.43,18776.789,409.64156,-2762.9507,54686.701,-71942.393,364.55949,-307.55092,229660.98,1.3402502
6318000,23372.776,18781.552,18748.141,33.410199,-2862.9087,54633.823,-71934.958,364.00329,43.84109,229966.03,1.3384724
6319000,23376.45,18611.934,18559.464,52.470123,-2817.2718,54716.481,-71940.479,360.34003,220.77506,230189.67,1.337172
6320000,23380.064,19120.73,18678.963,441.76736,-2886.2861,54766.47,-71955.984,362.66017,-134.12034,230438.44,1.3357285
6321000,23383.562,18812.039,18586.118,225.92125,-2927.8282,54718.474,-71942.844,360.85754,-33.478379,230115.6,1.3376024
6322000,23387.097,18963.824,18659.803,304.02014,-2869.09,54720.85,-71940.946,362.28817,58.603128,230592.37,1.3348368
6323000,23390.626,19010.915,18824.937,185.97864,-2860.1623,54733.308,-71945.463,365.4943,262.04041,229756.62,1.3396923
6324000,23394.75,18775.364,18637.356,138.00734,-2968.7794,54716.421,-71955.781,361.85235,-95.401631,230144.63,1.3374337
6325000,23398.658,19084.851,18786.282,298.56951,-2875.726,54748.217,-71955.306,364.74381,-73.798846,229972.97,1.338432
6326000,23402.227,18668.677,18453.927,214.75056,-2893.7602,54722.682,-71933.202,358.29098,157.64375,228700.25,1.3458804
6327000,23405.793,18893.485,18735.454,158.03112,-2836.7008,54659.919,-71953.991,363.75696,-232.6431,229250.82,1.3426481
6328000,23409.347,18835.232,18672.217,163.01514,-2907.3139,54677.833,-71950.42,362.52919,-333.89871,229938.15,1.3386347
6329000,23413.164,19010.799,18802.768,208.0312,-2857.0452,54731.862,-71939.384,365.06389,-99.748976,230550.85,1.3350772
6330000,23416.843,18663.554,18538.554,125.0004,-2881.3659,54720.67,-71953.219,359.93406,184.29121,229424.78,1.3416301
6331000,23420.416,18981.861,18694.502,287.35976,-2851.0758,54678.01,-71953.81,362.96185,19.867978,229014.24,1.3440351
6332000,23423.965,18644.408,18491.859,152.54833,-2868.722,54698.183,-71952.185,359.02747,-43.276318,229527.21,1.3410313
6333000,23427.464,18518.881,18569.844,-50.963014,-2915.5399,54694.329,-71973.75,360.54157,-126.57197,229957.98,1.3385193
6334000,23431.01,18954.357,18843.447,110.90992,-2938.6844,54715.118,-71962.346,365.85369,146.93876,228842.04,1.3450465
6335000,23435.357,18858.236,18604.471,253.7645,-2897.2503,54800.194,-71963.419,361.21387,-40.933989,229602.63,1.3405908
6336000,23439.213,19094.705,18832.484,262.2213,-2842.3537,54755.814,-71965.299,365.64085,31.734051,229279.68,1.3424791
6337000,23442.788,19044.577,18848.582,195.99539,-2964.1944,54701.65,-71985.373,365.95339,-53.372771,228761.17,1.345522
6338000,23446.314,18867.963,18700.807,167.1563,-2748.8181,54605.872,-71948.923,363.08428,181.39751,229493.43,1.3412288
6339000,23449.891,18849.794,18576.803,272.99029,-2894.6977,54741.296,-71953.394,360.67669,-103.46542,229203.37,1.3429261
6340000,23453.708,18812.997,18876.288,-63.291606,-2952.8517,54662.318,-71962.861,366.49133,60.483003,228932.16,1.344517
6341000,23457.375,18727.727,18620.954,106.77315,-2909.5272,54627.804,-71979.083,361.53389,-0.83225489,229346.39,1.3420886
6342000,23461.309,18534.155,18548.962,-14.807801,-2877.7789,54637.373,-71958.927,360.13615,-50.516291,228559.1,1.3467116
6343000,23464.841,18842.68,18830.646,12.033503,-2884.2233,54713.476,-71957.9,365.60516,33.720809,229715.46,1.3399324
6344000,23468.36,18800.462,18759.982,40.480306,-2924.3115,54736.793,-71965.483,364.23318,28.460282,230178.05,1.3372395
6345000,23472.138,19358.977,18919.152,439.82576,-2925.1718,54705.434,-71971.778,367.32353,-168.79547,229517.32,1.3410891
6346000,23476.354,18778.941,18810.407,-31.466013,-2869.9248,54666.052,-71976.238,365.21221,-97.298063,228047.91,1.3497303
6347000,23480.061,18863.105,18699.276,163.8295,-2882.0595,54633.875,-71957.365,363.05454,-184.97806,228865.74,1.3449072
6348000,23483.615,18837.455,18701.538,135.9169,-2857.2423,54687.152,-71936.934,363.09847,86.64886,229246.58,1.3426729
6349000,23487.169,19047.178,18844.179,202.99891,-2933.9935,54733.05,-71966.804,365.8679,221.83174,229769.98,1.3396144
6350000,23490.852,18930.271,18841.889,88.382144,-2910.3291,54667.59,-71963.283,365.82345,105.8752,229424.75,1.3416302
6351000,23494.698,18686.1,18699.88,-13.780094,-2942.2689,54641.736,-71984.982,363.06629,-48.548123,228515.4,1.3469691
6352000,23498.289,18623.643,18765.365,-141.72289,-2953.2774,54691.423,-71978.592,364.33771,94.797719,228357.07,1.347903
6353000,23501.829,18784.131,18647.543,136.58772,-2892.2698,54676.415,-71951.128,362.05014,44.352979,229418.8,1.341665
6354000,23505.348,19006.46,18802.422,204.038,-2908.9243,54692.875,-71977.914,365.05717,-100.64208,228687.61,1.3459548
6355000,23508.873,18802.672,18718.318,84.353396,-2884.1956,54605.894,-71982.167,363.42427,31.166809,228506.96,1.3470189
6356000,23512.8,18573.708,18634.863,-61.155462,-2817.9568,54604.316,-71974.912,361.80395,89.04556,228929.23,1.3445342
6357000,23516.909,18774.517,18668.239,106.27861,-2929.9186,54684.863,-71967.714,362.45195,-155.41679,229622.35,1.3404757
6358000,23520.778,18586.185,18584.069,2.1166083,-2967.0011,54638.862,-71962.41,360.81775,-75.758237,228791.08,1.3453461
6359000,23524.352,19046.926,18742.385,304.54137,-2958.2355,54596.004,-71950.255,363.89153,-44.077901,227724.04,1.3516499
6360000,23527.894,18648.669,18681.518,-32.848708,-2929.2972,54654.842,-71980.195,362.70977,-13.873253,229366.72,1.3419697
6361000,23531.623,18667.497,18432.309,235.18795,-2973.9562,54603.943,-71974.526,357.87127,-67.2194,229238.22,1.3427219
6362000,23535.423,18612.713,18635.931,-23.217885,-2835.8691,54492.494,-71961.717,361.82467,-49.999013,228391.31,1.3477009
6363000,23538.96,18842.19,18790.507,51.683268,-2888.6501,54606.455,-71980.005,364.82584,-291.37374,229778.87,1.3395626
6364000,23542.534,18522.956,18543.448,-20.491864,-2873.9081,54642.568,-71963.051,360.02908,166.51463,228882.4,1.3448093
6365000,23546.098,19028.603,18847.409,181.19371,-2904.7831,54752.989,-71977.473,365.93062,125.04491,230881.79,1.3331635
6366000,23549.673,18826.77,18649.692,177.07791,-2849.6499,54621.71,-71968.959,362.09185,-171.98648,230155.6,1.3373699
6367000,23553.729,18930.764,18813.518,117.24531,-2819.7276,54653.36,-71977.351,365.27262,-16.991512,229114.48,1.3434471
6368000,23557.761,18663.775,18607.168,56.606898,-2867.0906,54705.369,-71972.857,361.26623,44.476559,229676.84,1.3401577
6369000,23561.279,19099.729,18806.821,292.90794,-2955.2626,54728.989,-71950.33,365.14259,112.26096,229706.01,1.3399875
6370000,23564.791,18779.992,18782.844,-2.8516264,-2864.5185,54660.864,-71983.589,364.67705,38.06406,228906.57,1.3446673
6371000,23568.31,18941.447,18725.248,216.19887,-2899.6593,54700.145,-71989.709,363.55881,19.535631,228388.33,1.3477185
6372000,23572.066,18681.624,18592.847,88.776847,-2906.5209,54679.114,-71988.174,360.98818,0.087962628,228657.44,1.3461323
6373000,23575.88,18810.279,18564.459,245.82052,-2910.8055,54785.42,-71968.596,360.43702,-84.805477,229641.01,1.3403668
6374000,23579.396,18781.729,18480.187,301.54156,-2910.3253,54716.738,-71966.33,358.80085,20.835423,229550.29,1.3408965
6375000,23582.943,18628.331,18602.056,26.274681,-2850.5578,54716.915,-71981.07,361.16698,22.24763,228411.13,1.347584
6376000,23586.477,18695.358,18521.8,173.55782,-2838.0024,54726.768,-71971.56,359.60878,-249.63703,229132.56,1.3433411
6377000,23590.015,19119.652,18895.535,224.11727,-2916.5807,54721.053,-71972.365,366.865,163.26664,229131.66,1.3433463
6378000,23594.298,19191.799,18975.267,216.53193,-2857.2476,54820.011,-71977.24,368.41304,58.976505,230218.75,1.3370031
6379000,23598.263,18816.203,18651.625,164.57808,-2993.5561,54692.858,-71968.95,362.12938,-79.762484,229479.74,1.3413088
6380000,23601.797,18769.622,18589.248,180.37365,-2876.137,54708.252,-71964.041,360.91831,51.25717,229358.35,1.3420186
6381000,23605.324,18602.109,18514.873,87.236268,-2913.2825,54726.52,-71972.3,359.47428,-123.59209,228943.03,1.3444531
6382000,23608.909,18936.246,18605.281,330.9652,-2846.5182,54774.118,-71983.489,361.2296,41.755747,229418,1.3416697
6383000,23612.756,18904.656,18679.443,225.21295,-2890.0582,54800.346,-71957.492,362.66949,103.91597,229974.3,1.3384242
6384000,23616.547,19101.11,18763.851,337.25923,-2807.6258,54671.707,-71982.936,364.3083,83.038867,229690.28,1.3400793
6385000,23620.089,18622.439,18514.206,108.23315,-2896.6962,54688.936,-71961.817,359.46134,107.66813,228043.44,1.3497568
6386000,23623.7,18925.201,18782.041,143.16048,-2943.0162,54712.544,-71966.501,364.66146,-13.04598,228354.95,1.3479155
6387000,23627.251,18995.043,18902.673,92.369728,-2964.8572,54773.244,-71958.61,367.0036,176.09818,229214.17,1.3428628
6388000,23630.937,18499.444,18496.045,3.3989801,-2869.4951,54783.204,-71960.993,359.10873,35.504165,229580.6,1.3407195
6389000,23635.077,18879.271,18676.664,202.60733,-2910.8957,54741.014,-71959.702,362.61552,56.736479,229093.7,1.3435689
6390000,23638.861,18686.559,18744.169,-57.610028,-2934.347,54655.023,-71966.535,363.92618,-47.138676,229467.13,1.3413825
6391000,23642.458,18888.981,18771.05,117.93084,-2853.9351,54852.62,-71965.367,364.44808,51.028373,229980.39,1.3383888
6392000,23645.974,18852.53,18642.007,210.52306,-2877.0677,54751.631,-71963.557,361.94265,-175.84676,229945.03,1.3385946
6393000,23649.52,19105.819,18759.095,346.7242,-2878.1602,54784.089,-71974.264,364.21596,48.913322,229801.28,1.339432
6394000,23653.305,18941.861,18748.763,193.09789,-2863.5424,54649.996,-71958.53,364.01537,3.3861211,229612.29,1.3405344
6395000,23657.015,19128.79,18753.553,375.23611,-2928.9138,54743.561,-71962.595,364.10837,-121.55047,229601.16,1.3405994
6396000,23660.587,19186.665,18733.847,452.81787,-2775.4054,54748.114,-71954.796,363.72577,131.14859,228910.78,1.3446426
