Step,CPU,TotEng,KinEng,PotEng,E_vdwl,E_coul,E_long,Temp,Press,Volume,Density
2099000,7763.2142,18918.932,18701.129,217.8029,-2897.2271,54876.126,-71962.132,363.09054,-4.3390418,229745.92,1.3397547
2100000,7766.8122,18889.258,18679.482,209.77643,-2991.3402,54856.088,-71946.069,362.67023,-74.284392,229558.6,1.3408479
2101000,7770.4847,18892.822,18690.08,202.74167,-2898.8428,54825.083,-71931.86,362.876,145.26899,229204.19,1.3429213
2102000,7774.3992,19336.803,18932.449,404.35397,-2822.7771,54787.736,-71936.529,367.5817,-73.89695,229966.27,1.338471
2103000,7778.0721,19175.478,18885.17,290.3085,-2911.972,54730.693,-71934.39,366.66376,-190.09781,229551.31,1.3408906
2104000,7781.6662,19343.152,18874.584,468.56822,-2768.7162,54789.517,-71970.99,366.45824,8.435101,230469.03,1.3355511
2105000,7785.2348,18884.555,18682.525,202.02995,-2863.6778,54765.749,-71947.01,362.72932,7.7819602,229919.66,1.3387423
2106000,7788.8063,19106.672,18742.167,364.50484,-2932.2755,54901.137,-71933.4,363.88731,-196.1034,231084.97,1.3319914
2107000,7792.6938,19026.949,18462.017,564.9325,-2817.2017,54785.329,-71953.469,358.44806,-229.3496,231012.41,1.3324097
2108000,7796.8031,19106.643,18756.987,349.65588,-2930.9814,54810.209,-71933.085,364.17504,139.94752,230108.38,1.3376444
2109000,7800.3406,19042.805,18767.587,275.21832,-2854.2085,54717.774,-71945.565,364.38084,-199.2094,230595.35,1.3348195
2110000,7803.8938,19382.025,18913.91,468.11428,-2859.9397,54791.452,-71947.199,367.22177,42.829734,230144.62,1.3374337
2111000,7807.4789,18654.513,18453.855,200.65824,-2830.4674,54715.621,-71939.692,358.2896,-161.84131,231824.3,1.3277434
2112000,7811.2358,19169.536,18798.202,371.33313,-2882.1994,54823.049,-71950.923,364.97525,31.830569,231853.28,1.3275774
2113000,7815.0578,19079.057,18799.411,279.64598,-2795.7164,54827.706,-71963.395,364.99872,28.153925,231765.07,1.3280827
2114000,7818.6933,19406.684,18862.527,544.15663,-2784.2597,54769.292,-71955.947,366.22414,29.188393,231430.92,1.3300003
2115000,7822.2715,19281.677,18650.57,631.10733,-2778.2301,54782.385,-71934.472,362.1089,26.636682,232078.94,1.3262865
2116000,7825.8573,18904.475,18579.449,325.02593,-2864.5236,54802.87,-71945.624,360.72805,21.73038,230671.87,1.3343767
2117000,7829.3717,19291.9,18695.992,595.90817,-2754.4041,54854.85,-71946.474,362.99078,63.490635,232164.19,1.3257995
2118000,7833.3568,19052.125,18742.738,309.38663,-2910.5507,54759.036,-71951.608,363.89839,93.134834,230781.52,1.3337428
2119000,7837.3626,18827.703,18610.513,217.18995,-2811.3239,54730.481,-71955.69,361.33118,146.61128,230682.14,1.3343173
2120000,7840.9145,19278.689,18826.506,452.1833,-2889.6862,54759.027,-71955.207,365.52478,-217.75522,229687.83,1.3400936
2121000,7844.445,19006.057,18625.355,380.70187,-2837.3243,54769.643,-71954.574,361.61935,207.00411,231027.08,1.3323251
2122000,7847.9743,19187.494,18681.522,505.97195,-2825.643,54747.926,-71930.892,362.70985,-132.01919,231098.23,1.3319149
2123000,7851.7004,19148.845,18745.645,403.20022,-2844.7088,54754.077,-71930.195,363.95482,137.77588,230455.23,1.3356312
2124000,7855.5728,19280.045,18827.176,452.86899,-2902.4443,54763.561,-71962.191,365.53779,-267.76623,231313.68,1.3306743
2125000,7859.0834,19186.173,18778.285,407.88817,-2830.4477,54750.311,-71936.089,364.58855,105.84462,230752.23,1.333912
2126000,7863.0545,18946.509,18820.749,125.7594,-2889.6682,54812.674,-71952.107,365.41301,-23.305796,230575.56,1.3349341
2127000,7866.6054,18586.731,18580.64,6.0904434,-2838.0103,54731.865,-71955.451,360.75118,-55.841609,230503.43,1.3353518
2128000,7870.1407,19090.351,18683.184,407.16614,-2823.6761,54736.84,-71949.569,362.74213,61.703446,229629.93,1.3404315
2129000,7874.2676,18860.879,18641.639,219.23966,-2887.0112,54847.45,-71945.475,361.93551,153.51823,230359.58,1.3361857
2130000,7878.1862,19294.308,18661.679,632.62971,-2816.996,54809.724,-71944.906,362.32458,1.0850212,230303.85,1.336509
2131000,7881.723,19028.684,18530.908,497.77544,-2861.1421,54938.05,-71948.733,359.78562,-245.36371,231423.41,1.3300434
2132000,7885.3152,19566.178,18886.141,680.03661,-2810.0345,54885.792,-71954.364,366.68262,-30.167544,231052.36,1.3321794
2133000,7888.8247,19054.911,18664.745,390.16581,-2749.7971,54810.572,-71949.459,362.38412,-90.139941,231359.06,1.3304133
2134000,7892.6591,19127.424,18695.018,432.40556,-2796.362,54822.85,-71960.121,362.97189,-17.169551,230928.66,1.332893
2135000,7896.3817,19311.804,18789.406,522.39795,-2818.7474,54802.37,-71931.688,364.80447,-43.496443,230809.2,1.3335828
2136000,7899.9636,18870.384,18616.551,253.83328,-2900.1823,54794.568,-71953.427,361.44841,-57.191558,229907.76,1.3388116
2137000,7903.5125,19143.598,18624.435,519.16291,-2799.5977,54851.001,-71946.911,361.60148,66.437213,230777.65,1.3337651
2138000,7907.1223,19306.454,18901.213,405.24078,-2779.8466,54804.892,-71948.619,366.97524,16.614718,230131.16,1.3375119
2139000,7910.7065,19049.45,18686.6,362.84997,-2823.5363,54741.328,-71946.256,362.80845,-23.190331,230381.56,1.3360582
2140000,7914.9276,18882.836,18706.993,175.84237,-2884.2083,54663.235,-71941.413,363.20439,-136.47015,229484.35,1.3412818
2141000,7918.7558,18784.422,18394.395,390.02742,-2884.1971,54800.511,-71975.571,357.13515,-165.11203,231284.92,1.3308398
2142000,7922.3383,18958.484,18565.502,392.98201,-2816.4921,54758.377,-71959.092,360.45727,-148.06113,229542.34,1.3409429
2143000,7925.8999,19373.05,18782.004,591.04592,-2842.1085,54780.123,-71946.507,364.66075,54.13841,229627.24,1.3404471
2144000,7929.4977,18953.157,18460.995,492.1623,-2866.1736,54785.965,-71952.957,358.42821,-277.64142,230923.51,1.3329226
2145000,7933.4446,19001.597,18648.034,353.56213,-2890.2512,54813.972,-71934.645,362.05967,-144.1081,230207.28,1.3370697
2146000,7937.0911,19258.724,18603.658,655.06555,-2790.0719,54885.395,-71957.338,361.19809,116.13178,230033.12,1.338082
2147000,7940.6546,19087.162,18635.316,451.84649,-2749.0096,54903.983,-71948.615,361.81273,123.11876,231198.07,1.3313398
2148000,7944.2012,18972.309,18706.316,265.99245,-2859.7038,54822.005,-71938.954,363.19124,-86.912669,230421.57,1.3358262
2149000,7947.7923,18780.379,18404.445,375.93385,-2852.8134,54888.72,-71943.798,357.33029,130.31164,230428.32,1.3357871
2150000,7951.4615,19189.834,18862.753,327.08105,-2887.1478,54853.395,-71945.207,366.22852,-103.29605,231363.76,1.3303863
2151000,7955.6766,19289.78,18716.534,573.24617,-2827.0203,54863.647,-71945.034,363.38961,37.272992,231301.01,1.3307472
2152000,7959.4156,18860.718,18707.267,153.45056,-2870.2139,54732.381,-71951.864,363.2097,40.845271,229617.51,1.340504
2153000,7963.0036,19117.586,18887.414,230.17159,-2863.727,54703.616,-71952.834,366.70734,-129.36696,230095.3,1.3377204
2154000,7966.5983,18930.755,18593.644,337.11085,-2883.0599,54762.258,-71923.054,361.00365,-172.12782,230564.87,1.334996
2155000,7970.3304,19045.794,18685.054,360.74023,-2890.4324,54753.838,-71949.569,362.77842,-184.703,230486.69,1.3354488
2156000,7974.2672,19205.224,18855.128,350.09596,-2762.0884,54846.577,-71954.507,366.08049,-21.38891,230205.73,1.3370787
2157000,7977.9083,19117.542,18880.266,237.2756,-2872.9772,54773.084,-71934.7,366.56855,-90.093101,229199.27,1.3429501
2158000,7981.4895,19223.069,18768.776,454.29364,-2786.0491,54817.013,-71949.084,364.40392,190.47807,231065.64,1.3321028
2159000,7985.0394,18810.602,18717.881,92.721095,-2892.9685,54706.871,-71936.88,363.41578,26.987113,229557.56,1.340854
2160000,7988.6109,19098.093,18622.759,475.33368,-2903.6937,54816.62,-71932.307,361.56894,-56.789829,230495.37,1.3353985
2161000,7992.4736,18960.206,18576.939,383.26628,-2929.5367,54743.831,-71943.576,360.67933,18.487667,229360.19,1.3420078
2162000,7996.7131,18811.414,18748.799,62.615381,-2839.2291,54655.29,-71928.733,364.01606,-59.787367,228193.59,1.3488687
2163000,8000.2782,19002.602,18709.414,293.1875,-2928.6406,54776.638,-71935.106,363.25139,-78.456627,228543.39,1.3468041
2164000,8003.8709,18998.288,18735.159,263.12899,-2884.4731,54789.073,-71939.19,363.75124,42.929946,228487.56,1.3471332
2165000,8007.4225,19152.543,18774.96,377.58334,-2879.9393,54742.191,-71941.986,364.52398,15.79862,228436.47,1.3474345
2166000,8011.1112,18749.556,18529.523,220.03286,-2914.2631,54726.699,-71948.788,359.75873,67.34422,228570.71,1.3466431
2167000,8015.0159,19046.662,18960.62,86.041913,-2919.0424,54669.031,-71950.455,368.12866,-49.657555,228564.61,1.3466791
2168000,8018.6667,18914.145,18800.018,114.12699,-2978.2086,54728.352,-71940.411,365.0105,-128.83388,228214.68,1.348744
2169000,8022.2721,18953.32,18685.193,268.12663,-2943.2723,54759.874,-71936.159,362.78112,-174.85618,229394.01,1.34181
2170000,8025.8388,19148.975,18679.127,469.84815,-2806.6728,54791.817,-71937.357,362.66336,130.96156,230755.45,1.3338935
2171000,8029.399,18955.656,18728.545,227.11151,-2933.9929,54804.773,-71946.912,363.62282,-146.58787,228661.55,1.3461082
2172000,8033.476,19187.763,18927.068,260.69456,-2922.7597,54798.842,-71941.318,367.47724,-88.75033,228923.59,1.3445674
2173000,8037.5245,19011.632,18805.444,206.18855,-2854.2796,54736.997,-71951.456,365.11585,-19.525443,228950.09,1.3444117
2174000,8041.1384,19186.497,18831.437,355.06012,-2931.9431,54913.484,-71935.534,365.62052,-11.1721,228783.2,1.3453924
2175000,8044.7585,19034.755,18729.128,305.6268,-2861.5477,54820.723,-71961.248,363.63414,-59.426957,229211.62,1.3428777
2176000,8048.2646,19414.141,18885.202,528.93926,-2731.604,54774.919,-71917.631,366.66438,-107.46548,230791.77,1.3336835
2177000,8052.0779,19112.547,18815.993,296.55488,-2969.2713,54901.564,-71917.914,365.32065,-95.67259,230768.31,1.3338191
2178000,8055.9314,18991.14,18741.595,249.54433,-2850.3853,54873.928,-71946.207,363.8762,-1.7848266,230020.36,1.3381562
2179000,8059.5488,18925.741,18636.712,289.02897,-2872.6607,54879.991,-71915.622,361.83984,-34.562318,229769.2,1.3396189
2180000,8063.1103,19044.392,18736.58,307.81187,-2865.7676,54860.155,-71953.469,363.77883,-72.301391,230181.23,1.337221
2181000,8066.6674,18895.899,18555.79,340.10894,-2877.5724,54755.728,-71939.419,360.26871,-270.07235,229414.79,1.3416885
2182000,8070.288,18906.299,18668.655,237.64462,-2879.1936,54754.066,-71942.315,362.46002,-36.158214,228914.42,1.3446212
2183000,8074.6196,19162.379,18725.451,436.92774,-2898.5139,54699.945,-71935.345,363.56275,-166.96313,229655,1.3402851
2184000,8078.3573,19174.308,18810.522,363.78575,-2761.0711,54743.844,-71959.993,365.21444,-83.805312,230275,1.3366765
2185000,8081.9347,19014.195,18647.001,367.19432,-2839.0273,54846.844,-71934.462,362.03961,-56.086677,230000.39,1.3382724
2186000,8085.5018,18733.871,18576.911,156.96055,-2885.2078,54871.423,-71955.046,360.67878,-69.371918,229820.23,1.3393215
2187000,8089.116,18959.554,18672.866,286.68784,-2896.8179,54877.971,-71945.703,362.5418,-106.18882,229005.54,1.3440862
2188000,8092.9489,19036.112,18595.775,440.33718,-2888.8029,54919.886,-71943.609,361.04503,-51.444963,230940.57,1.3328242
2189000,8096.7602,19192.846,18876.676,316.17011,-2971.2472,54886.433,-71939.795,366.49885,-195.83488,229490.07,1.3412484
2190000,8100.3127,18984.261,18677.861,306.39907,-2868.1837,54929.03,-71939.094,362.63878,346.28979,229944.35,1.3385986
2191000,8103.8508,19228.269,18790.378,437.89036,-2844.1926,54903.817,-71934.115,364.82334,-145.54027,229627.74,1.3404443
2192000,8107.4134,18862.087,18559.978,302.10911,-2881.8114,54801.981,-71916.241,360.35001,60.949145,229563.34,1.3408203
2193000,8111.184,19136.861,18738.975,397.88605,-2912.9255,54834.119,-71950.169,363.82533,-279.30986,230221.25,1.3369886
2194000,8115.4828,18868.732,18554.252,314.47932,-2872.1146,54830.4,-71955.904,360.23886,-185.79634,230411.82,1.3358828
2195000,8119.1779,19126.111,18668.456,457.65492,-2884.2316,54828.422,-71918.564,362.45617,-218.54685,230082.69,1.3377938
2196000,8122.7983,19308.298,18738.585,569.71291,-2808.2412,54776.281,-71949.647,363.81775,36.812812,230112.56,1.3376201
2197000,8126.3458,19158.684,18766.489,392.19478,-2850.8239,54818.873,-71948.367,364.35952,40.009173,227885.02,1.3506951
2198000,8129.9584,18889.664,18670.045,219.61897,-2892.9914,54792.79,-71912.617,362.48701,205.74272,228536.08,1.3468472
2199000,8133.8222,19475.288,18919.751,555.53746,-2916.3612,54920.824,-71941.216,367.33516,37.094847,230293.13,1.3365713
2200000,8137.4948,18900.835,18663.278,237.55693,-2895.8079,54763.948,-71931.018,362.35564,-125.11613,229080.43,1.3436468
2201000,8141.0269,18757.097,18633.689,123.40808,-2907.9079,54824.068,-71932.44,361.78116,-117.0942,228970.93,1.3442893
2202000,8144.5784,19014.612,18621.945,392.6677,-2927.123,54762.257,-71930.796,361.55313,-14.533488,229141.55,1.3432883
2203000,8148.1389,18835.329,18591.471,243.85766,-2896.546,54808.681,-71943.937,360.96148,-197.02565,229151.06,1.3432326
2204000,8151.9888,18787.823,18569.227,218.59623,-2987.0809,54806.251,-71942.231,360.52959,-8.2919839,227924.13,1.3504634
2205000,8156.1376,18921.687,18555.865,365.82235,-2941.7189,54810.431,-71945.306,360.27016,-211.65886,228822.3,1.3451625
2206000,8159.6873,18910.245,18634.056,276.18842,-2884.3774,54810.095,-71938.121,361.78828,196.19363,230355.64,1.3362086
2207000,8163.5565,18999.868,18746.007,253.86079,-2931.6142,54721.12,-71927.887,363.96186,-37.881939,229058.93,1.3437729
2208000,8167.0889,18881.585,18683.504,198.08074,-2882.0978,54787.362,-71944.398,362.74834,159.46072,229807.94,1.3393932
2209000,8170.7885,19130.225,18747.481,382.74375,-2923.3326,54920.129,-71930.735,363.99047,-0.83672912,230469.65,1.3355476
2210000,8174.6374,19085.617,18663.078,422.53939,-2823.8455,54889.56,-71949.071,362.35175,183.95176,230896.16,1.3330806
2211000,8178.147,19031.333,18605.49,425.84322,-2906.6243,54823.096,-71922.557,361.23365,-52.653534,230389.38,1.3360129
2212000,8181.6733,19466.065,18890.915,575.15027,-2916.6245,54881.299,-71915.248,366.7753,-261.04266,230561.46,1.3350157
2213000,8185.2492,19239.828,18728.61,511.21862,-2870.3716,54828.217,-71928.502,363.62408,-73.547933,229118.71,1.3434223
2214000,8188.8156,19391.3,18814.743,576.55612,-2865.3574,54779.387,-71931.282,365.2964,257.43985,229568.57,1.3407897
2215000,8192.7967,19135.3,18660.448,474.85168,-2888.4368,54840.334,-71934.284,362.30069,-109.83439,230327.91,1.3363694
2216000,8196.883,18612.668,18477.604,135.06395,-2906.702,54831.36,-71944.487,358.7507,3.111135,228533.39,1.3468631
2217000,8200.445,19312.923,18780.863,532.06013,-2913.3556,54925.429,-71949.241,364.63859,75.167201,229208.18,1.3428979
2218000,8203.9749,19146.706,18860.539,286.16624,-2958.4279,54835.392,-71953.327,366.18555,58.39994,229085.35,1.3436179
2219000,8207.5638,18958.825,18842.343,116.48243,-2933.4528,54841.798,-71951.1,365.83226,5.1999489,229686.2,1.340103
2220000,8212.0054,19025.29,18684.186,341.10398,-3029.1957,54864.082,-71942.185,362.76158,73.183672,229270.98,1.3425301
2221000,8215.7711,19195.578,18870.438,325.13934,-2885.8047,54864.598,-71932.505,366.37774,26.331457,229830.76,1.3392602
2222000,8219.312,18858.287,18577.094,281.19272,-2904.5356,54801.081,-71945.9,360.68234,-384.04166,229292.68,1.342403
2223000,8222.9175,18848.481,18580.633,267.84787,-2852.3137,54838.849,-71942.892,360.75104,124.29,229379.88,1.3418927
2224000,8226.4891,18683.195,18535.265,147.92972,-2842.6321,54731.83,-71943.313,359.8702,112.72276,228133.23,1.3492255
2225000,8230.0618,19143.903,18739.585,404.31803,-2920.8864,54843.139,-71939.723,363.83717,-170.5058,228951.98,1.3444006
2226000,8234.3154,19068.088,18756.601,311.48697,-2844.2753,54706.177,-71936.264,364.16753,-8.7902399,229234.82,1.3427418
2227000,8238.1265,19231.156,18760.724,470.43251,-2864.7185,54804.039,-71943.122,364.24759,135.77636,228538.66,1.346832
2228000,8241.6737,18926.71,18626.834,299.87633,-2795.1281,54785.181,-71940.541,361.64805,-146.17309,229541.36,1.3409487
2229000,8245.2028,18965.363,18709.4,255.96291,-2910.7089,54886.378,-71944.933,363.25111,182.87213,229157.04,1.3431976
2230000,8248.7108,19019.188,18565,454.18847,-2982.2653,54908.142,-71948.284,360.44752,11.747944,227827.32,1.3510372
2231000,8252.5315,19124.03,18730.309,393.72153,-2938.7153,54789.796,-71950.101,363.65707,-226.57113,228931.18,1.3445228
2232000,8256.269,19133.206,18750.386,382.82016,-2900.0983,54794.435,-71944.453,364.04687,35.794055,229554.18,1.3408738
2233000,8259.7892,18947.362,18682.574,264.7877,-2820.9357,54751.989,-71930.259,362.73028,108.61894,229166.27,1.3431435
2234000,8263.3577,18913.144,18535.611,377.53323,-2895.0104,54779.483,-71952.112,359.87692,170.781,228687.75,1.3459539
2235000,8266.891,19082.723,18645.283,437.43995,-2865.7279,54801.382,-71946.187,362.00626,159.20975,230047.79,1.3379967
2236000,8270.4065,18854.809,18716.19,138.61951,-2941.8082,54877.484,-71931.764,363.38294,41.273146,229280.59,1.3424738
2237000,8274.7445,18907.707,18561.792,345.91524,-2837.1549,54741.592,-71937.721,360.38523,52.092003,227861.6,1.3508339
2238000,8278.5559,19323.167,18797.192,525.97509,-2779.5385,54860.35,-71891.669,364.95563,58.97761,229437.15,1.3415577
2239000,8282.1071,18911.145,18538.453,372.69209,-2912.117,54854.77,-71921.557,359.93209,-90.644216,229943.83,1.3386016
2240000,8285.5764,19160.812,18723.594,437.21793,-2846.668,54815.617,-71915.875,363.5267,-138.80212,229078.35,1.343659
2241000,8289.1089,18994.139,18713.63,280.50842,-2855.8351,54825.351,-71928.939,363.33324,-101.61283,228190.4,1.3488875
2242000,8292.9443,19062.598,18773.332,289.26553,-2842.6349,54826.451,-71934.253,364.49238,171.4642,227836.58,1.3509823
2243000,8296.6393,19107.159,18676.018,431.14101,-2847.4305,54881.19,-71948.411,362.603,221.06314,228837.88,1.345071
2244000,8300.2363,19287.838,18747.89,539.94859,-2929.6481,54842.893,-71922.3,363.99841,-51.488451,229244.61,1.3426845
2245000,8303.8464,18855.379,18655.524,199.85546,-2849.1585,54752.745,-71937.197,362.20509,198.18606,228771.62,1.3454605
2246000,8307.3668,19038.034,18612.372,425.66229,-2858.5464,54799.408,-71930.474,361.36727,111.97495,228947.03,1.3444297
2247000,8311.0286,18798.728,18680.227,118.50058,-2952.1124,54778.479,-71940.78,362.68471,29.461623,227784.64,1.3512903
2248000,8315.263,18855.41,18589.312,266.09815,-2917.2747,54814.713,-71944.156,360.91955,-95.285303,228545.51,1.3467917
2249000,8319.021,19178.721,18721.481,457.23997,-2865.6436,54874.285,-71907.827,363.48568,-179.10356,229138.51,1.3433062
2250000,8322.5995,18813.14,18578.244,234.89539,-2955.414,54863.388,-71917.092,360.70467,-139.5982,227799.05,1.3512049
2251000,8326.1441,19026.878,18664.314,362.56354,-2924.849,54852.332,-71955.674,362.37575,-99.901057,228815.2,1.3452043
2252000,8329.7223,18584.753,18491.374,93.379712,-2942.4745,54845.788,-71940.159,359.01803,-53.510961,228829.45,1.3451205
2253000,8333.6008,19099.317,18763.663,335.6532,-2895.9033,54820.814,-71930.356,364.30466,47.461317,228934.54,1.344503
2254000,8337.2824,19135.629,18864.72,270.90898,-2834.8029,54725.354,-71935.025,366.26672,166.46415,229154.29,1.3432137
2255000,8340.8283,18856.441,18688.728,167.71278,-2930.9888,54818.985,-71938.574,362.84976,252.9117,228601.68,1.3464607
2256000,8344.3427,18835.847,18632.692,203.15507,-2906.1049,54803.162,-71949.139,361.76179,185.8472,228030.61,1.3498327
2257000,8347.8655,19173.735,18833.406,340.3288,-2916.393,54780.574,-71956.392,365.65875,315.32195,229178.29,1.343073
2258000,8351.5224,19111.186,18628.361,482.82535,-2914.4962,54838.065,-71930.052,361.6777,-22.246814,228714.96,1.3457938
2259000,8355.6921,18924.952,18656.047,268.90478,-2869.1818,54799.894,-71938.275,362.21524,97.54174,229216.61,1.3428485
2260000,8359.3649,18719.206,18472.327,246.87839,-2877.4478,54705.938,-71968.698,358.64824,220.22031,228187.4,1.3489052
2261000,8362.896,19139.158,18851.332,287.82554,-2961.0536,54731.008,-71940.283,366.00679,-52.707065,227477.86,1.3531127
2262000,8366.4414,18678.091,18473.251,204.8397,-2882.1299,54736.057,-71937.605,358.66619,42.843213,228371.86,1.3478157
2263000,8370.0598,18974.916,18706.426,268.4895,-2978.4106,54887.829,-71953.533,363.19337,-31.834433,229659.43,1.3402593
2264000,8373.8755,19158.589,18836.769,321.81928,-2931.0269,54791.494,-71934.819,365.72404,235.25981,228976.08,1.3442591
2265000,8377.5548,19039.789,18796.5,243.28907,-2867.3817,54810.93,-71935.489,364.9422,170.18167,229021.7,1.3439913
2266000,8381.1185,18870.316,18576.666,293.64996,-2842.9323,54830.011,-71945.508,360.67403,28.952859,228195.87,1.3488552
2267000,8384.7062,18939.132,18801.523,137.60916,-2914.157,54748.019,-71943.283,365.03971,73.85634,228336.32,1.3480255
2268000,8388.2352,19002.163,18578.833,423.32994,-2857.6554,54792.788,-71957.195,360.71611,-60.427531,228759.83,1.3455298
2269000,8391.9862,18796.084,18621.693,174.39168,-2896.1519,54831.935,-71934.021,361.54823,156.91209,229773.43,1.3395943
2270000,8396.2426,19100.505,18754.003,346.50184,-2761.0532,54736.677,-71953.603,364.11711,74.089768,229258.44,1.3426035
2271000,8399.8269,18972.324,18643.434,328.8905,-2867.7635,54847.451,-71943.735,361.97035,288.26658,229436.9,1.3415592
2272000,8403.4685,19043.729,18653.283,390.4464,-2912.3626,54859.446,-71927.346,362.16157,-141.85514,229349.01,1.3420733
2273000,8407.059,19009.084,18783.282,225.80205,-2906.7353,54870.684,-71933.537,364.68556,-6.8877761,229522.67,1.3410578
2274000,8410.7509,18776.834,18601.522,175.31233,-2860.0836,54755.814,-71945.706,361.15661,98.002137,229094.6,1.3435637
2275000,8414.6131,18852.418,18601.732,250.68614,-2795.0371,54739.76,-71956.553,361.16069,161.47894,228947.45,1.3444272
2276000,8418.2287,19278.438,18718.011,560.42755,-2930.6323,54937.06,-71936.833,363.4183,3.2039019,229896.16,1.3388792
2277000,8421.9063,19145.139,18693.725,451.41443,-2922.5092,54770.417,-71955.766,362.94677,82.078729,229157.11,1.3431971
2278000,8425.5014,18777.396,18627.861,149.53426,-2902.7597,54795.447,-71944.896,361.668,66.434398,228636.03,1.3462584
2279000,8429.0589,19053.909,18612.519,441.38973,-2871.1918,54810.764,-71950.67,361.37013,49.813249,229020.13,1.3440006
2280000,8432.927,18970.868,18576.715,394.15266,-2994.7812,54840.898,-71927.417,360.67498,-123.27398,228265.77,1.3484421
2281000,8437.1012,18753.417,18574.455,178.96146,-2939.3382,54801.237,-71932.759,360.6311,-170.10931,229965.24,1.338477
2282000,8440.6827,18847.987,18703.2,144.78674,-2973.0954,54871.056,-71957.3,363.13075,110.47882,229826.25,1.3392864
2283000,8444.2352,18941.35,18645.427,295.92306,-2946.8272,54915.196,-71939.817,362.00905,-208.6223,230307.04,1.3364905
2284000,8447.7789,18790.349,18603.132,187.21703,-2963.9975,54842.03,-71935.032,361.18787,-217.40006,229687.34,1.3400964
2285000,8451.4403,19005.982,18752.332,253.65018,-2870.8624,54794.997,-71948.847,364.08465,95.249345,228661.07,1.346111
2286000,8455.2686,18903.437,18483.93,419.50711,-2877.0332,54854.392,-71953.447,358.87351,128.30428,229386.87,1.3418518
2287000,8458.9058,18750.561,18623.819,126.74248,-2850.9539,54833.948,-71940.111,361.58952,-8.4431072,229429.58,1.341602
2288000,8462.845,18865.461,18552.165,313.29669,-2860.2406,54777.418,-71920.215,360.19832,-103.31765,229970.05,1.338449
2289000,8466.4032,18971.551,18781.159,190.39167,-2932.6408,54752.488,-71941.654,364.64435,149.16193,228617.67,1.3463665
2290000,8469.9569,19088.711,18785.386,303.32522,-2914.9165,54759.458,-71941.065,364.72642,138.60304,229430.8,1.3415948
2291000,8474.0178,18977.586,18688.854,288.73168,-2942.3772,54768.013,-71927.955,362.8522,-31.958205,229526.9,1.3410331
2292000,8477.9802,18999.704,18770.184,229.51952,-2932.9808,54791.575,-71924.414,364.43127,90.48837,229327.06,1.3422017
2293000,8481.5211,19265.474,18722.89,542.58431,-2792.1239,54733.82,-71963.999,363.51303,86.304213,228641.82,1.3462243
2294000,8485.0474,18920.123,18788.856,131.26703,-2946.2797,54849.037,-71935.406,364.79378,179.80515,228585.77,1.3465544
2295000,8488.6218,18768.429,18582.307,186.12227,-2900.2277,54707.293,-71938.77,360.78354,166.9652,228446.9,1.347373
2296000,8492.4914,18826.211,18619.611,206.59908,-2905.2871,54753.657,-71938.28,361.50783,102.1486,229613.05,1.34053
2297000,8496.2779,19106.68,18642.812,463.86886,-2863.7594,54723.593,-71942.993,361.95827,96.980031,228674.39,1.3460326
2298000,8499.8298,18995.02,18491.176,503.84371,-2844.7864,54748.076,-71931.978,359.0142,145.11797,229409.48,1.3417195
2299000,8503.3617,19234.774,18767.678,467.09613,-2852.8737,54805.669,-71913.53,364.38261,-203.5331,229658.73,1.3402634
2300000,8506.9456,18637.902,18534.14,103.76183,-2912.1144,54721.698,-71947.618,359.84837,1.6268533,229175.29,1.3430906
2301000,8510.5452,19050.645,18598.773,451.8717,-2903.6338,54865.862,-71924.668,361.10325,17.929737,230674.42,1.334362
2302000,8514.749,18925.171,18541.59,383.58109,-2854.3154,54782.077,-71945.401,359.99301,-95.691731,229859.11,1.339095
2303000,8518.4541,19143.825,18769.553,374.27259,-2898.5212,54780.704,-71935.099,364.419,155.12785,229249.74,1.3426544
2304000,8521.9986,19120.811,18782.005,338.8054,-2953.4328,54855.844,-71913.483,364.66078,-224.11272,230054.05,1.3379603
2305000,8525.5399,19111.135,18837.425,273.71021,-2853.9019,54743.989,-71943.692,365.73677,-130.21967,229602.23,1.3405932
2306000,8529.0818,19074.777,18799.682,275.09431,-2839.2747,54706.812,-71937.285,365.00398,57.872271,229654.01,1.3402909
2307000,8532.8955,18890.889,18508.073,382.81558,-2840.6103,54805.788,-71948.808,359.34227,-166.83781,229855.21,1.3391177
2308000,8536.6371,19156.037,18708.79,447.24749,-2788.3027,54868.809,-71944.572,363.23926,42.866429,230398.91,1.3359576
2309000,8540.1904,19268.28,18697.896,570.38346,-2865.0118,54842.286,-71946.2,363.02777,-96.750582,228952.73,1.3443962
2310000,8543.714,19257.483,18655.026,602.45736,-2874.1856,54814.285,-71924.859,362.19542,205.86896,229674.12,1.3401736
2311000,8547.2655,19020.841,18677.673,343.16733,-2839.8567,54757.651,-71956.808,362.63513,63.384354,230001.16,1.3382679
2312000,8550.9588,19050.562,18567.337,483.22483,-2881.4855,54850.534,-71945.962,360.4929,-130.67453,229365.81,1.341975
2313000,8555.1286,18878.753,18633.398,245.35524,-2804.4368,54823.957,-71959.337,361.77549,167.42963,229724.34,1.3398806
2314000,8558.7581,19159.588,18799.736,359.85227,-2884.3721,54844.605,-71933.402,365.00502,173.09006,228952.36,1.3443984
2315000,8562.2811,19334.079,18904.324,429.75508,-2864.57,54895.829,-71952.546,367.03564,167.43072,229321.48,1.3422344
